Buyer.County of Origin,Buyer.Full Name,Buyer.Origin,Buyer.State of Origin,Seller.County of Origin,Seller.Full Name,Seller.Origin,Seller.State of Origin,Slave.Age,Slave.Gender,Slave.Name,Slave.Skin Color,Transaction.Date,Transaction.Number of Adult Slaves,Transaction.Number of Child Slaves,Transaction.Number of Total Slaves Purchased,Transaction.Sale Details.Discount Rate,Transaction.Sale Details.Payment Method,Transaction.Sale Details.Predicted Interest Rate,Transaction.Sale Details.Price,Transaction.Sale Details.Prices Listed
New Orleans,Arthur Edmund Dennis,"New Orleans, LA",LA,New Orleans,Michael H. Waters,"New Orleans, LA",LA,24,M,William,Negro,4/1/1859,1,0,1,0.00602698,Cash,0.07477,1200,1
Unknown,Omer  Lauve,"Unknown, Unknown",Unknown,New Orleans,Edward William Sewell,"New Orleans, LA",LA,39,F,Tisby,Negro,3/31/1859,1,0,1,0.00602698,Cash,0.07477,1050,1
St. Bernard,Marie Celina Charbonnet,"St. Bernard, LA",LA,Jefferson,Louis Amable Charbonnet,"Jefferson, LA",LA,30,F,Clara,Mulatto,3/30/1859,2,0,2,0.00602698,Cash,0.07477,1500,2
Avoyelles,Aurelieu Jeansonne,"Avoyelles, LA",LA,New Orleans,"Oscar, Alfred Livaudais","New Orleans, LA",LA,28,M,Felix,Griff,3/5/1859,1,0,1,0.005820175,Cash and Credit,0.07212176,1100,1
New Orleans,Joseph Xavier Cantrelle,"New Orleans, LA",LA,New Orleans,Jonathan Means Wilson,"New Orleans, LA",LA,20,M,Arthur Washington,Negro,3/31/1859,10,0,10,0.00602698,Cash,0.07477,1600,10
Catahoula,Tilmon Gilbert,"Catahoula, LA",LA,New Orleans,"Richard Marion, John H. Owings, Charles","New Orleans, LA",LA,25,M,Lewis,Negro,3/30/1859,3,2,5,0.00602698,Cash,0.07477,1250,3
Terrebonne,Michel Eloi Theriot,"Terrebonne, LA",LA,New Orleans,Joseph Bruin,"New Orleans, LA",LA,17,M,John Brown,Griff,3/1/1859,1,0,1,0.00602698,Cash,0.07477,1525,1
New Orleans,Ursin Deslandes,"New Orleans, LA",LA,St. Charles,George Monroe Pinkard,"St. Charles, LA",LA,60,M,Jacquot,Negro,3/31/1859,1,0,1,0.00602698,Cash,0.07477,150,1
New Orleans,Arthemise Hart,"New Orleans, LA",LA,New Orleans,Jean Marie Dominique Gautier,"New Orleans, LA",LA,8,F,Zenon/Zenor,Mulatto,4/2/1859,1,0,1,0.00602698,Cash,0.07477,650,1
New Orleans,Odellie Zebriska,"New Orleans, LA",LA,Unknown,Bernard Petreaud,"Unknown, France",France,70,F,Nellie,Negro,3/29/1859,1,0,1,0.00602698,Cash,0.07477,50,1
New Orleans,Bazile Brion,"New Orleans, LA",LA,New Orleans,Delphine Emesie Macarty,"New Orleans, LA",LA,60,F,Rose/Pognon,Unknown,3/30/1859,1,0,1,0.00602698,Cash,0.07477,400,1
Unknown,Odile Bazanac,"Unknown, Unknown",Unknown,New Orleans,Oscar Perrault,"New Orleans, LA",LA,42,F,Easter,Negro,4/4/1859,1,0,1,0.00602698,Cash,0.07477,500,1
New Orleans,Abraham Haine D'Meza,"New Orleans, LA",LA,New Orleans,Eugene Deffez,"New Orleans, LA",LA,11,M,Louis,Negro,4/4/1859,1,0,1,0.006202525,Credit,0.07702264,1000,1
New Orleans,Felicie Lombard,"New Orleans, LA",LA,New Orleans,Delphine Emesie Macarty,"New Orleans, LA",LA,17,F,Estelle,Mulatto,4/4/1859,1,0,1,0.00602698,Cash,0.07477,900,1
New Orleans,Celeste Couvillion,"New Orleans, LA",LA,Issequana,James R. Harris,"Issequana, MS",MS,19,M,Jordan,Negro,4/4/1859,1,0,1,0.00602698,Cash,0.07477,1500,1
New Orleans,Alexander A.  Cohen,"New Orleans, LA",LA,New Orleans,James Gregg,"New Orleans, LA",LA,60,F,Celeste Roberts,Negro,3/17/1859,1,1,2,0.00602698,Cash,0.07477,713.8,1
New Orleans,Richard Lloyd,"New Orleans, LA",LA,New Orleans,Sarah H. Daniels,"New Orleans, LA",LA,40,F,Gritta,Negro,3/5/1859,1,1,2,0.00587886,Cash and Credit,0.07287264,1250,1
New Orleans,John H. Ermon,"New Orleans, LA",LA,New Orleans,Hiram Morgan,"New Orleans, LA",LA,40,M,Griffon Robinson,Negro,4/2/1859,1,0,1,0.00602698,Cash,0.07477,1000,1
New Orleans,Oscar Liveaudais,"New Orleans, LA",LA,New Orleans,Terrence Firmin Levasseur,"New Orleans, LA",LA,34.5,M,Collin,Negro,4/4/1859,1,0,1,0.00602698,Cash,0.07477,1250,1
New Orleans,Pierre Gaune,"New Orleans, LA",LA,New Orleans,Adrien Cassard,"New Orleans, LA",LA,34,F,Henriette,Mulatto,2/3/1859,1,1,2,0.00602698,Cash,0.07477,2250,1
New Orleans,Marie Josephe DeBlanc,"New Orleans, LA",LA,New Orleans,Jacques Mut,"New Orleans, LA",LA,41,F,Surprise,Negro,2/9/1859,1,0,1,0.00602698,Cash,0.07477,900,1
Avoyelles,Alenson G. Pearce,"Avoyelles, LA",LA,Macon,Charles Francis Stubbs,"Macon, GA",GA,19,F,Sarah,Negro,4/4/1859,1,1,2,0.00602698,Cash,0.07477,1400,1
New Orleans,Louis  Fortin,"New Orleans, LA",LA,St. John,Joseph le Bourgeois,"St. John, LA",LA,10,M,Ernest,Mulatto,4/4/1859,1,0,1,0.00602698,Cash,0.07477,700,1
New Orleans,Emma  Davis,"New Orleans, LA",LA,New Orleans,Louis Francois Lebon,"New Orleans, LA",LA,47,F,Fanny,Mulatto,4/4/1859,1,0,1,0.00602698,Cash,0.07477,450,1
Lafourche,Drauzin Triche,"Lafourche, LA",LA,New Orleans,Edward Lacroix,"New Orleans, LA",LA,40,F,Gertrude,Negro,4/5/1859,1,0,1,0.00602698,Cash,0.07477,1050,1
New Orleans,Eliza H.  Bond,"New Orleans, LA",LA,St. Helena,William James Ridgill,"St. Helena, LA",LA,42,F,Linda,Griff,4/9/1859,1,1,2,0.00602698,Cash,0.07477,1400,1
New Orleans,Henry Kloppenburg,"New Orleans, LA",LA,New Orleans,Joseph Perret,"New Orleans, LA",LA,38,F,Roselie,Negro,4/2/1859,1,0,1,0.00587886,Cash and Credit,0.07287264,800,1
New Orleans,John D. Coffin,"New Orleans, LA",LA,Louisville,Octavia  Zantzinger,"Louisville, KY",KY,42,F,Mary,Griff,4/4/1859,1,0,1,0.00602698,Cash,0.07477,300,1
New Orleans,Richard Flower,"New Orleans, LA",LA,New Orleans,Sarah  Brooks,"New Orleans, LA",LA,19,F,Mary,Mulatto,3/31/1859,1,0,1,0.00602698,Cash,0.07477,1600,1
New Orleans,Frances Lacey,"New Orleans, LA",LA,New Orleans,William Martin Whiting,"New Orleans, LA",LA,11,F,Georgiana,Negro,3/25/1859,1,0,1,0.00583485,Cash and Credit,0.07230948,710,1
New Orleans,Victor Girardey,"New Orleans, LA",LA,New Orleans,Sally Breazeale,"New Orleans, LA",LA,26,M,Adolphe,Negro,4/5/1859,1,0,1,0.00602698,Cash,0.07477,1250,1
New Orleans,George M. Pinkard,"New Orleans, LA",LA,New Orleans,Charles A. Hensler,"New Orleans, LA",LA,32,M,Solomon,Unknown,3/30/1859,6,0,6,0.006202525,Credit,0.07702264,7050,1
Assumption,Jean Baptiste Aucoin,"Assumption, LA",LA,Baltimore,Bernard Moore  Campbell,"Baltimore, MD",MD,24,M,Silas,Negro,4/7/1859,1,0,1,0.00602698,Exchange,0.07477,1600,1
Baltimore,Bernard Moore  Campbell,"Baltimore, MD",MD,Assumption,Jean Baptiste Aucoin,"Assumption, LA",LA,24,M,Cato Willis,Negro,4/7/1859,1,0,1,0.00602698,Exchange,0.07477,1600,1
St. Mary,Charles Fleming,"St. Mary, LA",LA,Richmond,Jeremiah Smith,"Richmond, VA",VA,22,M,Anderson,Negro,4/7/1859,1,0,1,0.00602698,Cash,0.07477,1550,1
New Orleans,Edward Thomas Parker,"New Orleans, LA",LA,New Orleans,Charles Gustave Teichert,"New Orleans, LA",LA,28,F,Mary Smith,Light Griff,3/29/1859,1,0,1,0.00602698,Cash,0.07477,800,1
New Orleans,Isabella Bohler,"New Orleans, LA",LA,New Orleans,Julia Berthoud,"New Orleans, LA",LA,37,F,Mary Ann,Negro,4/7/1859,1,0,1,0.005761452,Cash and Credit,0.07137088,700,1
New Orleans,Robert Wilson Estlin,"New Orleans, LA",LA,New Orleans,James Edwin Dunham,"New Orleans, LA",LA,28,M,John Westley,Griff,4/5/1859,1,0,1,0.00602698,Cash,0.07477,2000,1
Plaquemines,Alexander Grant,"Plaquemines, LA",LA,New Orleans,John  Caldwell Jr.,"New Orleans, LA",LA,33,M,Gilbert,Negro,4/7/1859,1,0,1,0.00602698,Cash,0.07477,1150,1
New Orleans,Richard  Nugent,"New Orleans, LA",LA,New Orleans,Sarah  Davidson,"New Orleans, LA",LA,21,F,Margaret King,Black,4/9/1859,1,0,1,0.00602698,Cash,0.07477,1000,1
St. Mary,Dazincourt Bourgeois,"St. Mary, LA",LA,New Orleans,John Summerby Merrill,"New Orleans, LA",LA,18,F,Fanny Bostick,Negro,4/7/1859,1,0,1,0.00602698,Cash,0.07477,1325,1
New Orleans,Oscar Liveaudais,"New Orleans, LA",LA,New Orleans,Louis Chevalier Jumonville,"New Orleans, LA",LA,42,M,Lewis,Negro,4/9/1859,1,0,1,0.00602698,Cash,0.07477,700,1
New Orleans,Andre  Ibos,"New Orleans, LA",LA,Jackson,Granville D. Page,"Jackson, MO",MO,5,M,Henry,Griff,4/9/1859,1,0,1,0.00602698,Cash,0.07477,450,1
Iberville,Daniel Holliday,"Iberville, LA",LA,New Orleans,Joseph Bruin,"New Orleans, LA",LA,20,M,Ferdinand Blackwell,Negro,4/9/1859,2,0,2,0.00602698,Cash,0.07477,1525,2
New Orleans,Aaron  Wolf,"New Orleans, LA",LA,New Orleans,Jonathan Means Wilson,"New Orleans, LA",LA,10,F,Lucinda Ann Dove,Negro,4/9/1859,1,0,1,0.00602698,Cash,0.07477,850,1
New Orleans,John  Deniger,"New Orleans, LA",LA,Boyle,"Nelson, George Franklin Heath,  Lee","Boyle, KY",KY,23,M,Joe,Light Brown,4/4/1859,1,0,1,0.00602698,Cash,0.07477,1100,1
New Orleans,John  Roche,"New Orleans, LA",LA,New Orleans,Michael Nolan,"New Orleans, LA",LA,44,F,Eliza,Negro,4/6/1859,1,0,1,0.006054689,Cash and Credit,0.07512528,1950,1
New Orleans,Gustave Ursin Jaquet,"New Orleans, LA",LA,New Orleans,Richard Marion Owings,"New Orleans, LA",LA,26,F,Ady,Griff,4/9/1859,1,1,2,0.00602698,Cash,0.07477,1500,1
New Orleans,Septima  Nicholas,"New Orleans, LA",LA,Atlanta,Robert Wesley Bullard,"Atlanta, GA",GA,17,F,Isabella,Unknown,4/1/1859,1,1,2,0.00602698,Cash,0.07477,1500,1
DeSoto,Epps K.  Wharton,"DeSoto, LA",LA,Richmond,Jeremiah  Smith,"Richmond, VA",VA,21,F,Mary,Negro,4/9/1859,1,0,1,0.00602698,Cash,0.07477,1600,1
New Orleans,William Massey,"New Orleans, LA",LA,New Orleans,Conrad Sievers,"New Orleans, LA",LA,22,M,Jim,Negro,4/8/1859,1,0,1,0.00602698,Cash,0.07477,1000,1
New Orleans,John  Burnside,"New Orleans, LA",LA,Gibson,William  Chapman,"Gibson, TN",TN,18,F,Jane,Negro,4/9/1859,1,0,1,0.00602698,Cash,0.07477,1225,1
Hinds,Joseph Nicolls,"Hinds, MS",MS,Gibson,William Chapman,"Gibson, TN",TN,20,M,Henry,Griff,4/11/1859,1,0,1,0.00602698,Cash,0.07477,1200,1
Hinds,Joseph Nicolls,"Hinds, MS",MS,Macon,Bartholomew Smith Johnson,"Macon, AL",AL,14,F,Maria,Griff,4/11/1859,1,0,1,0.00602698,Cash,0.07477,1300,1
Iberville,Euphrosine Celeste Brunet,"Iberville, LA",LA,New Orleans,John Summerby Merrill,"New Orleans, LA",LA,19,M,Squires,Negro,4/9/1859,1,0,1,0.00615867,Credit,0.07645948,1530,1
Unknown,William Keane King,"Unknown, Unknown",Unknown,New Orleans,James Dick Hail,"New Orleans, LA",LA,25,M,Josiah,Light Griff,4/11/1859,1,0,1,0.00602698,Cash,0.07477,1200,1
New Orleans,Victor Benit,"New Orleans, LA",LA,New Orleans,Sulamite Benit,"New Orleans, LA",LA,14,M,Alphonse,Mulatto,1/9/1856,1,0,1,0.00602698,Cash,0.07477,700,1
New Orleans,Arthur Barbarin,"New Orleans, LA",LA,New Orleans,Stephen Barbarin,"New Orleans, LA",LA,54,F,Lucinda,Mulatto,4/6/1859,3,0,3,0.00602698,Exchange,0.07477,500,3
New Orleans,Stephen Barbarin,"New Orleans, LA",LA,New Orleans,Arthur Barbarin,"New Orleans, LA",LA,22,M,Manuel,Mulatto,4/6/1859,3,0,3,0.00602698,Exchange,0.07477,1900,3
New Orleans,Ambrose D. Henkel,"New Orleans, LA",LA,New Orleans,Valentine Seviere Goodin,"New Orleans, LA",LA,40,M,Henry,Negro,4/11/1859,1,0,1,0.00602698,Cash,0.07477,600,1
New Orleans,Simeon E. Buford,"New Orleans, LA",LA,Unknown,Matthew C.  Edwards,"Unknown, Unknown",Unknown,35,F,Betty,Black,3/24/1859,1,1,2,0.00602698,Cash,0.07477,700,1
New Orleans,Bertrand Saloy,"New Orleans, LA",LA,New Orleans,Emilie Valentin,"New Orleans, LA",LA,42,F,Marie,Negro,4/11/1859,1,0,1,0.00602698,Cash,0.07477,830,1
New Orleans,Conrad Menn,"New Orleans, LA",LA,New Orleans,Emilie Valentin,"New Orleans, LA",LA,12,M,Etienne,Negro,4/11/1859,1,0,1,0.00602698,Cash,0.07477,910,1
New Orleans,David Bidwell,"New Orleans, LA",LA,Mobile,James McLeane,"Mobile, AL",AL,13,M,Charles,Negro,4/13/1859,1,0,1,0.00602698,Cash,0.07477,950,1
New Orleans,Claude Dolbeau,"New Orleans, LA",LA,New Orleans,Marie Dolore Pereteau,"New Orleans, LA",LA,33,F,Harriett,Negro,4/13/1859,1,0,1,0.00602698,Cash,0.07477,200,1
Rapides,Amelie  Baillio,"Rapides, LA",LA,Richmond,Jeremiah Smith,"Richmond, VA",VA,20,M,Peter,Negro,4/11/1859,4,0,4,0.00602698,Cash,0.07477,1675,4
Rapides,Jabez Tanner,"Rapides, LA",LA,Richmond,Jeremiah Smith,"Richmond, VA",VA,19,M,Tip,Unknown,4/11/1859,5,0,5,0.00602698,Cash,0.07477,1625,5
New Orleans,Francis Pena,"New Orleans, LA",LA,Kanawha Courthouse,Frederick Wash Read,"Kanawha Courthouse, VA",VA,16,F,Nancy,Negro,4/5/1859,1,0,1,0.00602698,Cash,0.07477,1200,1
New Orleans,Jules Lapene,"New Orleans, LA",LA,Terrebonne,Victor Buron,"Terrebonne, LA",LA,18,F,Marie,Negro,4/14/1859,1,0,1,0.00602698,Cash,0.07477,1200,1
New Orleans,"John L., John O. Gubernator, Terry","New Orleans, LA",LA,New Orleans,Bernard Kendig,"New Orleans, LA",LA,19,M,Andy,Negro,3/7/1859,1,0,1,0.00587886,Cash and Credit,0.07287264,1600,1
New Orleans,"James, Ann Gale, Heation","New Orleans, LA",LA,Tensas,Russell Bean Higdon,"Tensas, LA",LA,27,M,Charles/Charley,Negro,4/14/1859,1,0,1,0.00602698,Cash,0.07477,1200,1
Jefferson,Charles Oscar Dugue,"Jefferson, LA",LA,Iberville,Adonia Broussard,"Iberville, LA",LA,18,F,Celine,Negro,4/13/1859,1,0,1,0.006202525,Credit,0.07702264,1200,1
Unknown,Fanny Dusuau,"Unknown, Unknown",Unknown,Orleans,Hippolyte Fortier,"Orleans, LA",LA,40,F,Mary,Negro,3/28/1859,1,0,1,0.00602698,Cash,0.07477,1400,1
New Orleans,Daniel R. Carroll,"New Orleans, LA",LA,New Orleans,William Wilson,"New Orleans, LA",LA,24,M,Nimrod,Griff,4/11/1859,2,0,2,0.00602698,Cash,0.07477,1500,2
Pointe Coupee,Auguste  Provosty,"Pointe Coupee, LA",LA,Baltimore,Bernard Moore  Campbell,"Baltimore, MD",MD,18,M,Isaac,Unknown,4/12/1859,1,0,1,0.00602698,"Exchange, Cash",0.07477,1250,1
Baltimore,Bernard Moore  Campbell,"Baltimore, MD",MD,Pointe Coupee,Auguste  Provosty,"Pointe Coupee, LA",LA,17,M,Sanford Jenkins,Unknown,4/12/1859,1,0,1,0.00602698,"Exchange, Cash",0.07477,1350,1
New Orleans,Joseph Helm,"New Orleans, LA",LA,New Orleans,Hannah Maria Hathaway,"New Orleans, LA",LA,32,F,Sophia,Griff,4/14/1859,1,0,1,0.00602698,Cash,0.07477,1300,1
New Orleans,Jacob L. Levy,"New Orleans, LA",LA,Caddo,"Robert, Harry L. Green, Douglass","Caddo, LA",LA,29,F,Fanny,Mulatto,4/12/1859,1,0,1,0.00602698,Cash,0.07477,1335,1
Jefferson,Francis Dugue Jr.,"Jefferson, LA",LA,New Orleans,Pauline Depas,"New Orleans, LA",LA,34,M,Alfred,Negro,4/7/1859,1,0,1,0.006202525,Credit,0.07702264,1100,1
St. Mary,Charles Fleming,"St. Mary, LA",LA,Richmond,Jeremiah Smith,"Richmond, VA",VA,24,M,Noble,Negro,4/8/1859,1,0,1,0.00602698,Cash,0.07477,2000,1
New Orleans,Lewis Barnett,"New Orleans, LA",LA,New Orleans,Louise Beauvais,"New Orleans, LA",LA,27,F,Lucinda,Negro,4/15/1859,1,4,5,0.006202525,Credit,0.07702264,2400,1
Natchitoches,Firmin Lattier,"Natchitoches, LA",LA,Bedford,Montgomery  Little,"Bedford, TN",TN,45,M,Silas,Negro,4/15/1859,1,0,1,0.00602698,Cash,0.07477,1825,1
Pointe Coupee,Jean Tircuit,"Pointe Coupee, LA",LA,New Orleans,Jonathan Means Wilson,"New Orleans, LA",LA,22,M,Albert Wilson,Negro,4/13/1859,1,0,1,0.00602698,Cash,0.07477,1600,1
Jefferson,Polycarpe Fortier,"Jefferson, LA",LA,Baltimore,Bernard Moore  Campbell,"Baltimore, MD",MD,19,F,Henrietta Cowart,Negro,4/16/1859,4,0,4,0.005805498,Cash and Credit,0.07193404,1425,4
Natchitoches,Terrence Chaler,"Natchitoches, LA",LA,New Orleans,William Elsbery Strange,"New Orleans, LA",LA,40,F,Mathilda,Negro,4/16/1859,1,3,4,0.00602698,Cash,0.07477,2650,1
New Orleans,John Michael O'Brien,"New Orleans, LA",LA,New Orleans,J. E. H.  Skaggs,"New Orleans, LA",LA,34,F,Clarissa,Negro,4/13/1859,1,0,1,0.00602698,Cash,0.07477,650,1
New Orleans,Ramone Vionnet,"New Orleans, LA",LA,New Orleans,David Twiggs,"New Orleans, LA",LA,37,F,Esther,Negro,4/18/1859,1,0,1,0.006202525,Credit,0.07702264,800,1
New Orleans,William P. Sinnott,"New Orleans, LA",LA,New Orleans,"Persifor F., Frances Jeannette Smith, Bureau","New Orleans, LA",LA,35,M,Vincent,Negro,4/18/1859,1,0,1,0.00602698,Cash,0.07477,400,1
New Orleans,John B.  Womack,"New Orleans, LA",LA,New Orleans,Rowan McNaughten,"New Orleans, LA",LA,13,F,Pauline,Negro,4/18/1859,1,0,1,0.00602698,Cash,0.07477,875,1
Fort Jessup,"John, Charles Harris, Beck","Fort Jessup, LA",LA,New Orleans,Joseph Bruin,"New Orleans, LA",LA,19,M,John Deems,Negro,4/18/1859,1,0,1,0.00602698,Cash,0.07477,1525,1
Avoyelles,Alenson G. Pearce,"Avoyelles, LA",LA,Nashville,Adam Coe,"Nashville, TN",TN,19,F,Amanda,Negro,4/15/1859,1,0,1,0.00602698,Cash,0.07477,1300,1
Pointe Coupee,Georgiana  McRae,"Pointe Coupee, LA",LA,New Orleans,Thomas R.  Smith,"New Orleans, LA",LA,18,F,Dora,Mulatto,4/14/1859,1,0,1,0.00602698,Cash,0.07477,1700,1
New Orleans,Archibald Mitchell,"New Orleans, LA",LA,East Baton Rouge,George W. Dearing,"East Baton Rouge, LA",LA,32,F,Penny,Negro,4/12/1859,1,3,4,0.00602698,Cash,0.07477,1890,1
St. Mary,William Frederick Weeks,"St. Mary, LA",LA,New Orleans,Louisa  Dumartiait,"New Orleans, LA",LA,24,M,Jules,Negro,4/18/1859,2,0,2,0.00587886,Cash and Credit,0.07287264,2754,1
Unknown,John  Caldwell Jr.,"Unknown, Unknown",Unknown,Unknown,Sargent Pratt,"Unknown, Unknown",Unknown,40,M,Sandy,Black,4/9/1859,1,0,1,0.00602698,Cash,0.07477,830,1
Unknown,Bernard Kendig,"Unknown, Unknown",Unknown,Unknown,Sargent Pratt,"Unknown, Unknown",Unknown,40,M,Pete Williams,Black,4/9/1859,1,0,1,0.00602698,Cash,0.07477,1075,1
New Orleans,Thomas Boise,"New Orleans, LA",LA,New Orleans,Emilie Demoruelle,"New Orleans, LA",LA,12,F,Rosette,Negro,4/19/1859,1,0,1,0.00602698,Cash,0.07477,300,1
New Orleans,Indianna C. T. Twiggs,"New Orleans, LA",LA,Sand,William W. Wilson,"Sand, TX",TX,30,M,Charles,Negro,4/18/1859,1,0,1,0.00602698,Cash,0.07477,950,1
New Orleans,William  Cunningham,"New Orleans, LA",LA,New Orleans,Frederick W. Ober,"New Orleans, LA",LA,15,F,Emmeline,Mulatto,4/16/1859,1,0,1,0.00602698,Cash,0.07477,1250,1
Unknown,Bayou Sarah Mail Company Unknown,"Unknown, Unknown",Unknown,West Baton Rouge,John  Gorham,"West Baton Rouge, LA",LA,46,M,London,Negro,2/4/1859,1,0,1,0.006202525,Credit,0.07702264,1000,1
Hancock,Lucius I.  Burr,"Hancock, MS",MS,Washington ,Isaac Applewhite,"Washington , TX",TX,28,F,Eliza,"Albino, Negro",4/19/1859,1,0,1,0.00602698,Cash,0.07477,1100,1
New Orleans,Joseph Barba,"New Orleans, LA",LA,New Orleans,Odile  Delhomme,"New Orleans, LA",LA,37,F,Sarah Ann,Negro,4/20/1859,1,0,1,0.00602698,Cash,0.07477,900,1
St. Mary,Paul Prevost,"St. Mary, LA",LA,New Orleans,Marie Elida Tregre,"New Orleans, LA",LA,17,F,Modeste/Alice,Negro,4/21/1859,1,0,1,0.005790818,Cash and Credit,0.07174632,1326,1
Caddo,Thomas M.  Penick,"Caddo, LA",LA,Baltimore,Bernard Moore  Campbell,"Baltimore, MD",MD,19,M,Irwin Heneline,Negro,4/18/1859,1,0,1,0.00602698,Cash,0.07477,1650,1
New Orleans,Nicholas  Vallory,"New Orleans, LA",LA,St. John,Victor Fortineau,"St. John, LA",LA,15,F,Modeste,Negro,4/20/1859,1,0,1,0.00602698,Cash,0.07477,900,1
New Orleans,Woolsey & Etheridge Unknown,"New Orleans, LA",LA,Obion,Daniel  St. John,"Obion, TN",TN,17,M,Alfred,Negro,4/21/1859,2,0,2,0.005746766,Cash and Credit,0.07118316,1600,2
New Orleans,Jules  Tuyes,"New Orleans, LA",LA,New Orleans,Oursine St. Ours,"New Orleans, LA",LA,38,F,Sophie/Annette,Negro,4/21/1859,1,0,1,0.00602698,Cash,0.07477,1350,1
New Orleans,Jean  Jacomite,"New Orleans, LA",LA,Camden,John B.  Lee,"Camden, AR",AR,49,M,Bob,Black,4/21/1859,1,0,1,0.00602698,Cash,0.07477,500,1
Natchitoches,Benjamin Metoyer,"Natchitoches, LA",LA,New Orleans,Jonathan Means Wilson,"New Orleans, LA",LA,19,M,Charles Little,Griff,4/23/1859,1,0,1,0.00602698,Cash,0.07477,1500,1
Iberville,Francis N. Marionneaux,"Iberville, LA",LA,New Orleans,Henry Freeman Peterson,"New Orleans, LA",LA,24,F,Mary,Negro,4/23/1859,1,1,2,0.00602698,Cash,0.07477,1475,1
New Orleans,Pierre Severe Wiltz,"New Orleans, LA",LA,New Orleans,Celestine Registe,"New Orleans, LA",LA,20,M,Victorin,Griff,4/19/1859,1,0,1,0.00602698,Cash,0.07477,1100,1
Unknown,James Turner,"Unknown, Unknown",Unknown,Unknown,Dennis T. Donnovan,"Unknown, Unknown",Unknown,29,M,Joe,Negro,4/16/1859,1,0,1,0.00602698,Cash,0.07477,1700,1
New Orleans,Jean Baptiste Glaudin,"New Orleans, LA",LA,New Orleans,Pierre  Pons,"New Orleans, LA",LA,9,M,Joe,Unknown,4/21/1859,2,0,2,0.00602698,Cash,0.07477,1000,1
Unknown,Patrick Coyle,"Unknown, Unknown",Unknown,Unknown,Dennis T. Donnovan,"Unknown, Unknown",Unknown,37,F,Mary,Negro,4/16/1859,1,1,2,0.00602698,Cash,0.07477,1790,1
New Orleans,John  Brouce,"New Orleans, LA",LA,New Orleans,Marie Belzire Syler,"New Orleans, LA",LA,20,M,Jean Edouard,Griff,4/26/1859,1,0,1,0.00602698,Cash,0.07477,150,1
New Orleans,Louis Simonin,"New Orleans, LA",LA,New Orleans,Oursine St. Ours,"New Orleans, LA",LA,50,M,Henry,Negro,4/23/1859,1,0,1,0.005790818,Cash and Credit,0.07174632,600,1
Unknown,Francis Dugue Jr.,"Unknown, Unknown",Unknown,Unknown,Jean Baptiste Fleitas,"Unknown, Unknown",Unknown,50,M,Charles,Unknown,4/5/1859,1,0,1,0.006202525,Credit,0.07702264,350,1
New Orleans,Jules Delinotte,"New Orleans, LA",LA,St. Tammany,Francois Cousin,"St. Tammany, LA",LA,11,F,Emilia,Mulatto,4/26/1859,1,0,1,0.00602698,Cash,0.07477,600,1
Assumption,Pierre Francois Volant la Barre,"Assumption, LA",LA,New Orleans,Oursine St. Ours,"New Orleans, LA",LA,19,M,Celestin,Negro,4/27/1859,1,0,1,0.00602698,Cash,0.07477,1500,1
New Orleans,John Kruttschnitt,"New Orleans, LA",LA,New Orleans,Caroline E. Simms,"New Orleans, LA",LA,46,F,Jane,Negro,4/25/1859,1,0,1,0.00602698,Cash,0.07477,600,1
Washington,Augustus Henry Wood,"Washington, TX",TX,New Orleans,John Summerby Merrill,"New Orleans, LA",LA,26,M,Nelson,Dark Griff,4/27/1859,3,0,3,0.00602698,Cash,0.07477,1400,3
Washington,Felix Girardy Roberts,"Washington, TX",TX,New Orleans,John Summerby Merrill,"New Orleans, LA",LA,26,M,Daniel,Dark Griff,4/27/1859,2,0,2,0.00602698,Cash,0.07477,1500,2
Washington,Felix Girardy Roberts,"Washington, TX",TX,New Orleans,John Summerby Merrill,"New Orleans, LA",LA,19,M,Charles,Dark Griff,4/27/1859,2,0,2,0.00602698,Cash,0.07477,1500,2
New Orleans,Louis Edward Forstall,"New Orleans, LA",LA,Bexar,Jean Beze,"Bexar, TX",TX,23,F,Denise,Mulatto,4/27/1859,1,0,1,0.00587886,Cash and Credit,0.07287264,600,1
New Orleans,Jules Benit,"New Orleans, LA",LA,New Orleans,Robert McGuinn Davis,"New Orleans, LA",LA,24,F,Toussaint,Negro,4/20/1859,1,0,1,0.00602698,Cash,0.07477,1500,1
New Orleans,Ambrose D. Henkel,"New Orleans, LA",LA,New Orleans,Bernard Kendig,"New Orleans, LA",LA,20,M,Bill,Negro,4/27/1859,1,0,1,0.006056261,Credit,0.07514544,375,1
St. John,Thuodule M. Picou et. al,"St. John, LA",LA,Charleston,William Drysdale Ellis,"Charleston, SC",SC,23,M,Henry,Negro,4/20/1859,5,0,5,0.006144047,Credit,0.07627176,6500,1
New Orleans,Madeleine Liveaudais,"New Orleans, LA",LA,New Orleans,Joseph Sylvestre le Breton Dorgenoy,"New Orleans, LA",LA,29,M,Edward Deville,Creole Mulatto,4/28/1859,1,0,1,0.006202525,Credit,0.07702264,1198.8,1
Jefferson,Francis Dugue Jr.,"Jefferson, LA",LA,New Orleans,Pierre Deverges,"New Orleans, LA",LA,14,F,Clarisse,Negro,4/20/1859,1,0,1,0.006202525,Credit,0.07702264,950,1
