OrderNumber,Sales Channel,ProcuredDate,OrderDate,ShipDate,DeliveryDate,SalesTeamID,CustomerID,StoreID,ProductID,Order_Quantity,Discount_Applied,Unit_Price,Unit_Cost,Customer_Names,City_Name,County,State,Type,Latitude,Longitude,AreaCode,Population,Household_Income,Median_Income,Land_Area,Water_Area,Time_Zone,Product_Name,Sales_Team,Region,Procured_Year,Order_Year,Order_Month,Month,Order_Month_Name,Supply Duration,Sales
SO - 0005275,Distributor,2019-08-23,2020-02-05,2020-03-03,2020-03-09,22,19,227,16,6,0.1,201.0,120.6,Qualitest ,Jackson,Rankin County/Hinds County/Madison County,Mississippi,City,32.31583,-90.21282,769,170674,62671,32250,287614760,5655837,America/Chicago,Stemware,Joe Price,Northeast,2019,2020,2,August,February,33,1206.0
SO - 000490,Distributor,2018-04-10,2018-07-16,2018-07-18,2018-07-26,22,11,41,16,7,0.05,234.5,187.60000000000002,Apollo Ltd,Hayward,Alameda County,California,City,37.66882,-122.0808,510,158289,46713,65096,117943767,47363956,America/Los Angeles,Stemware,Joe Price,Northeast,2018,2018,7,April,July,10,1641.5
SO - 0001908,Distributor,2018-10-27,2018-12-29,2019-01-17,2019-01-18,22,44,295,21,2,0.1,670.0,321.59999999999997,Winthrop ,Pittsburgh,Allegheny County,Pennsylvania,City,40.44062,-79.99589,412,304391,132468,40715,143423857,7692318,America/New York,Floral,Joe Price,Northeast,2018,2018,12,October,December,20,1340.0
SO - 0006052,Distributor,2019-12-01,2020-05-07,2020-05-23,2020-05-28,22,39,318,21,7,0.15,1266.3,835.758,Victory Ltd,El Paso,El Paso County,Texas,City,31.75872,-106.48693,915,681124,220682,42772,665041415,2247591,America/Denver,Floral,Joe Price,Northeast,2019,2020,5,December,May,21,8864.1
SO - 0006186,Distributor,2019-12-01,2020-05-23,2020-05-28,2020-05-29,22,47,26,21,5,0.075,1735.3,815.5909999999999,Niconovum Corp,Costa Mesa,Orange County,California,City,33.64113,-117.91867,949,113204,40908,66459,40723584,211253,America/Los Angeles,Floral,Joe Price,Northeast,2019,2020,5,December,May,6,8676.5
SO - 000507,Distributor,2018-04-10,2018-07-18,2018-07-31,2018-08-06,22,50,76,21,6,0.075,5976.400000000001,3466.312,Sundial ,Santa Clarita,Los Angeles County,California,City,34.39166,-118.54259,661,182371,59247,83554,136645644,131952,America/Los Angeles,Floral,Joe Price,Northeast,2018,2018,7,April,July,19,35858.4
SO - 0005213,Distributor,2019-12-01,2020-01-28,2020-02-15,2020-02-20,22,43,140,21,5,0.075,214.4,107.2,"Exact-Rx, Corp",Atlanta,DeKalb County/Fulton County,Georgia,City,33.76291,-84.42267,678,463878,185820,47527,345684978,2311315,America/New York,Floral,Joe Price,Northeast,2019,2020,1,December,January,23,1072.0
SO - 0004519,Distributor,2019-08-23,2019-11-09,2019-12-04,2019-12-09,22,39,350,21,2,0.15,254.6,124.75399999999999,Victory Ltd,Arlington,Arlington County,Virginia,CDP,38.890390000000004,-77.08414,571,220173,98441,105763,67318429,244142,America/New York,Floral,Joe Price,Northeast,2019,2019,11,August,November,30,509.2
SO - 0006599,Distributor,2020-03-10,2020-07-09,2020-07-22,2020-07-24,22,47,311,21,4,0.075,1916.2,1207.2060000000001,Niconovum Corp,Beaumont,Jefferson County,Texas,City,30.08605,-94.10185,409,118129,46193,40992,212750142,7553306,America/Chicago,Floral,Joe Price,Northeast,2020,2020,7,March,July,15,7664.8
SO - 0001371,Distributor,2018-07-19,2018-10-31,2018-11-06,2018-11-10,22,36,208,21,3,0.1,1835.8,1468.64,O.E. Ltd,Lowell,Middlesex County,Massachusetts,City,42.63342,-71.31617,351,110699,38489,48002,35187375,2442614,America/New York,Floral,Joe Price,Northeast,2018,2018,10,July,October,10,5507.4
SO - 0002477,Distributor,2018-10-27,2019-03-03,2019-03-24,2019-03-27,22,18,129,13,2,0.1,3758.7000000000003,2367.981,Eminence Corp,Orlando,Orange County,Florida,City,28.53834,-81.37924,407,270934,105359,42318,272512582,22100434,America/New York,Bakeware,Joe Price,Northeast,2018,2019,3,October,March,24,7517.400000000001
SO - 0004332,Distributor,2019-05-15,2019-10-15,2019-10-30,2019-10-31,22,46,79,13,4,0.075,2412.0,1519.56,U.S. Ltd,Simi Valley,Ventura County,California,City,34.26945,-118.78148,805,126788,41972,90210,107421127,1984799,America/Los Angeles,Bakeware,Joe Price,Northeast,2019,2019,10,May,October,16,9648.0
SO - 0006327,Distributor,2020-03-10,2020-06-06,2020-06-16,2020-06-20,22,18,54,13,4,0.05,4013.3,2929.7090000000003,Eminence Corp,Oceanside,San Diego County,California,City,33.19587,-117.37948,760,175691,60493,57703,106841893,2392242,America/Los Angeles,Bakeware,Joe Price,Northeast,2020,2020,6,March,June,14,16053.2
SO - 0001350,Distributor,2018-07-19,2018-10-28,2018-11-11,2018-11-20,22,50,262,13,6,0.1,187.6,121.94,Sundial ,Buffalo,Erie County,New York,City,42.88645,-78.87837,716,258071,110549,31918,104592941,31362925,America/New York,Bakeware,Joe Price,Northeast,2018,2018,10,July,October,23,1125.6
SO - 000992,Distributor,2018-04-10,2018-09-12,2018-09-24,2018-09-27,22,49,3,13,6,0.05,3912.8,2778.088,Bare ,Mobile,Mobile County,Alabama,City,30.69436,-88.04305,251,194288,76170,38776,361044263,105325210,America/Chicago,Bakeware,Joe Price,Northeast,2018,2018,9,April,September,15,23476.800000000003
SO - 0003911,Distributor,2019-05-15,2019-08-22,2019-09-14,2019-09-21,22,10,287,13,7,0.1,1045.2,825.7080000000001,21st Ltd,Tulsa,Rogers County/Wagoner County/Osage County/Tulsa County,Oklahoma,City,36.12795,-95.90232,918,403505,164471,42284,509834953,10955689,America/Chicago,Bakeware,Joe Price,Northeast,2019,2019,8,May,August,30,7316.400000000001
SO - 0005564,Distributor,2019-12-01,2020-03-08,2020-04-05,2020-04-13,22,1,271,13,6,0.075,1943.0,913.2099999999999,Avon Corp,Ramapo,Rockland County,New York,Town,41.14077,-74.10498,845,135257,34566,66911,158352484,1803573,America/New York,Bakeware,Joe Price,Northeast,2019,2020,3,December,March,36,11658.0
SO - 0005336,Distributor,2019-12-01,2020-02-12,2020-02-18,2020-02-24,22,33,251,13,8,0.075,5266.2,2580.4379999999996,Trigen ,Henderson,Clark County,Nevada,City,36.0397,-114.98194,702,285667,104492,63120,271160947,1272345,America/Los Angeles,Bakeware,Joe Price,Northeast,2019,2020,2,December,February,12,42129.6
SO - 0006225,Distributor,2020-03-10,2020-05-27,2020-06-20,2020-06-23,22,8,305,24,1,0.2,2432.1,1775.433,Medsep Group,Murfreesboro,Rutherford County,Tennessee,City,35.84562,-86.39027,615,126118,44518,51094,144718226,387261,America/Chicago,Wall Frames,Joe Price,Northeast,2020,2020,5,March,May,27,2432.1
SO - 0005912,Distributor,2019-12-01,2020-04-20,2020-05-17,2020-05-23,22,15,298,24,7,0.1,214.4,150.07999999999998,Rochester Ltd,Columbia,Lexington County/Richland County,South Carolina,City,34.0291,-80.89804,803,133803,44506,41260,345805347,6998722,America/New York,Wall Frames,Joe Price,Northeast,2019,2020,4,December,April,33,1500.8
SO - 0006765,Distributor,2020-03-10,2020-07-27,2020-08-21,2020-08-23,22,6,207,24,8,0.05,5085.3,3000.3269999999998,"PEDIFIX, Corp",Cambridge,Middlesex County,Massachusetts,City,42.3751,-71.10561,857,110402,43801,79416,16556713,1861901,America/New York,Wall Frames,Joe Price,Northeast,2020,2020,7,March,July,27,40682.4
SO - 000746,Distributor,2018-04-10,2018-08-14,2018-08-28,2018-09-07,22,17,118,24,1,0.4,3819.0,2673.2999999999997,Pure Group,Davie,Broward County,Florida,Town,26.06287,-80.2331,954,100882,33707,59680,90395673,2163582,America/New York,Wall Frames,Joe Price,Northeast,2018,2018,8,April,August,24,3819.0
SO - 0004318,Distributor,2019-08-23,2019-10-14,2019-10-22,2019-10-24,22,37,365,24,5,0.075,5380.1,4573.085,AuroMedics Corp,Green Bay,Brown County,Wisconsin,City,44.51916,-88.01983,920,105207,42308,42826,117673093,27054147,America/Chicago,Wall Frames,Joe Price,Northeast,2019,2019,10,August,October,10,26900.5
SO - 000446,Distributor,2018-04-10,2018-07-11,2018-08-07,2018-08-08,22,23,96,24,7,0.05,844.2,346.122,E. Ltd,Fort Collins,Larimer County,Colorado,City,40.58526,-105.08442,970,161175,58918,55647,144576803,3196479,America/Denver,Wall Frames,Joe Price,Northeast,2018,2018,7,April,July,28,5909.400000000001
SO - 0005148,Distributor,2019-08-23,2020-01-19,2020-01-30,2020-02-05,22,47,199,24,1,0.15,6130.5,3310.4700000000003,Niconovum Corp,Lexington-Fayette,Fayette County,Kentucky,Urban County ,38.0498,-84.45855,859,314488,125752,49778,734642357,4922241,America/New York,Wall Frames,Joe Price,Northeast,2019,2020,1,August,January,17,6130.5
SO - 0005670,Distributor,2019-12-01,2020-03-22,2020-04-05,2020-04-07,22,15,318,25,8,0.1,3892.7000000000003,2335.62,Rochester Ltd,El Paso,El Paso County,Texas,City,31.75872,-106.48693,915,681124,220682,42772,665041415,2247591,America/Denver,TV and video,Joe Price,Northeast,2019,2020,3,December,March,16,31141.600000000002
SO - 0001486,Distributor,2018-07-19,2018-11-12,2018-12-08,2018-12-15,22,48,26,25,7,0.05,6512.400000000001,3712.068,"Fenwal, Corp",Costa Mesa,Orange County,California,City,33.64113,-117.91867,949,113204,40908,66459,40723584,211253,America/Los Angeles,TV and video,Joe Price,Northeast,2018,2018,11,July,November,33,45586.8
SO - 0001855,Distributor,2018-10-27,2018-12-24,2019-01-12,2019-01-18,22,39,241,25,5,0.1,2860.9,2031.239,Victory Ltd,Manchester,Hillsborough County,New Hampshire,City,42.99564,-71.45479,603,110229,45145,54282,85627013,4850146,America/New York,TV and video,Joe Price,Northeast,2018,2018,12,October,December,25,14304.5
SO - 000312,Distributor,2018-04-10,2018-06-26,2018-07-01,2018-07-11,22,41,228,25,8,0.075,227.8,95.676,Weimei Corp,Billings,Yellowstone County,Montana,City,45.78329,-108.50069,406,110263,44092,51012,113183020,284017,America/Denver,TV and video,Joe Price,Northeast,2018,2018,6,April,June,15,1822.4
SO - 0005379,Distributor,2019-12-01,2020-02-17,2020-03-16,2020-03-17,22,28,333,25,8,0.2,1340.0,830.8,Dharma Ltd,Odessa,Midland County/Ector County,Texas,City,31.88378,-102.34106,432,118968,39057,59337,117009169,667150,America/Chicago,TV and video,Joe Price,Northeast,2019,2020,2,December,February,29,10720.0
SO - 0005385,Distributor,2019-12-01,2020-02-18,2020-02-24,2020-02-28,22,2,124,25,2,0.2,1098.8,681.256,WakeFern ,Lakeland,Polk County,Florida,City,28.03947,-81.9498,863,104401,39376,39706,170700664,23355418,America/New York,TV and video,Joe Price,Northeast,2019,2020,2,December,February,10,2197.6
SO - 0001842,Distributor,2018-10-27,2018-12-23,2019-01-18,2019-01-22,22,1,226,25,8,0.2,1152.4,887.3480000000001,Avon Corp,St. Louis,St. Louis city,Missouri,City,38.62727,-90.19789,314,315685,139555,35599,160458044,10670040,America/Chicago,TV and video,Joe Price,Northeast,2018,2018,12,October,December,30,9219.2
SO - 0007761,Distributor,2020-09-26,2020-11-20,2020-11-26,2020-12-04,22,32,201,25,4,0.05,3859.2000000000003,2585.664,OHTA'S Corp,Baton Rouge,East Baton Rouge Parish,Louisiana,City,30.45075,-91.15455,225,228590,88476,39876,222547923,5682680,America/Chicago,TV and video,Joe Price,Northeast,2020,2020,11,September,November,14,15436.800000000001
SO - 0003575,Distributor,2019-02-04,2019-07-14,2019-07-24,2019-07-29,22,3,281,4,8,0.075,2485.7000000000003,1988.5600000000004,"Elorac, Corp",Columbus,Delaware County/Franklin County/Fairfield County,Ohio,City,39.98524,-82.98477,614,850106,334724,45659,565783587,15247719,America/New York,Serveware,Joe Price,Northeast,2019,2019,7,February,July,15,19885.600000000002
SO - 000234,Distributor,2017-12-31,2018-06-15,2018-07-09,2018-07-13,22,8,132,4,6,0.2,1018.4,631.408,Medsep Group,Pompano Beach,Broward County,Florida,City,26.23786,-80.12477,954,107762,41422,41321,62261002,1737713,America/New York,Serveware,Joe Price,Northeast,2017,2018,6,December,June,28,6110.4
SO - 0006616,Distributor,2020-03-10,2020-07-11,2020-07-22,2020-07-30,22,28,64,4,6,0.075,3886.0,2720.2,Dharma Ltd,Riverside,Riverside County,California,City,33.95333,-117.39611,951,322424,91267,57196,210379895,801713,America/Los Angeles,Serveware,Joe Price,Northeast,2020,2020,7,March,July,19,23316.0
SO - 0003724,Distributor,2019-05-15,2019-08-01,2019-08-21,2019-08-28,22,4,359,29,7,0.1,3832.4,1647.932,ETUDE Ltd,Kent,King County,Washington,City,47.38093,-122.23484,253,126952,42233,60191,87393046,1737187,America/Los Angeles,Pendants,Joe Price,Northeast,2019,2019,8,May,August,27,26826.8
SO - 0001836,Distributor,2018-10-27,2018-12-23,2019-01-05,2019-01-12,22,12,112,29,3,0.4,857.6,626.048,Medline ,Waterbury (Town),New Haven County,Connecticut,Town,41.5585,-73.03668,203,108802,40213,40467,73880017,1086045,America/New York,Pendants,Joe Price,Northeast,2018,2018,12,October,December,20,2572.8
SO - 0003087,Distributor,2019-02-04,2019-05-16,2019-05-31,2019-06-04,22,30,182,29,4,0.2,1695.1000000000001,915.3540000000002,S.S.S. Group,Center,Marion County,Indiana,Township,39.77485,-86.13949,317,147837,59947,27572,108522566,2102238,America/Indiana/Indianapolis,Pendants,Joe Price,Northeast,2019,2019,5,February,May,19,6780.400000000001
SO - 000313,Distributor,2018-04-10,2018-06-26,2018-07-20,2018-07-24,22,35,180,29,7,0.05,167.5,123.95,Amylin Group,York,DuPage County,Illinois,Township,41.86177,-87.9761,630,125730,47997,76285,90808706,1568158,America/Chicago,Pendants,Joe Price,Northeast,2018,2018,6,April,June,28,1172.5
SO - 0007432,Distributor,2020-06-18,2020-10-15,2020-10-17,2020-10-21,22,9,39,22,3,0.1,2519.2000000000003,1662.6720000000003,Ei ,Garden Grove,Orange County,California,City,33.77391,-117.94145,657,175393,46998,58449,46508935,45894,America/Los Angeles,Wine Storage,Joe Price,Northeast,2020,2020,10,June,October,6,7557.6
SO - 0002892,Distributor,2019-02-04,2019-04-25,2019-05-16,2019-05-17,22,43,28,22,6,0.1,1072.0,686.08,"Exact-Rx, Corp",Downey,Los Angeles County,California,City,33.94001,-118.13257,562,114219,32738,62897,32136795,414376,America/Los Angeles,Wine Storage,Joe Price,Northeast,2019,2019,4,February,April,22,6432.0
SO - 0008084,Distributor,2020-09-26,2020-12-29,2021-01-20,2021-01-30,22,44,121,22,4,0.15,3959.7000000000003,2930.1780000000003,Winthrop ,Hialeah,Miami-Dade County,Florida,City,25.8576,-80.27811,305,237069,69219,29249,55623172,3481216,America/New York,Wine Storage,Joe Price,Northeast,2020,2020,12,September,December,32,15838.800000000001
SO - 000760,Distributor,2018-04-10,2018-08-15,2018-09-12,2018-09-18,22,21,354,30,3,0.075,3926.2000000000003,1727.528,Ohio ,Norfolk,Norfolk city,Virginia,City,36.84681,-76.28522,757,246393,87045,44480,137985835,111697132,America/New York,Wall Coverings,Joe Price,Northeast,2018,2018,8,April,August,34,11778.6
SO - 0006048,Distributor,2019-12-01,2020-05-07,2020-05-26,2020-06-03,22,20,296,30,7,0.1,3825.7000000000003,3175.331,Pacific Ltd,Providence,Providence County,Rhode Island,City,41.82399,-71.41283,401,179207,61481,37501,47655935,5618032,America/New York,Wall Coverings,Joe Price,Northeast,2019,2020,5,December,May,27,26779.9
SO - 0005513,Distributor,2019-12-01,2020-03-01,2020-03-05,2020-03-13,22,4,342,30,6,0.05,3303.1,2312.1699999999996,ETUDE Ltd,Tyler,Smith County,Texas,City,32.35126,-95.30106,903,103700,37644,42840,146667943,1327654,America/Chicago,Wall Coverings,Joe Price,Northeast,2019,2020,3,December,March,12,19818.6
SO - 0001426,Distributor,2018-07-19,2018-11-06,2018-11-10,2018-11-12,22,39,141,30,3,0.1,6157.3,4186.964000000001,Victory Ltd,Augusta,Richmond County,Georgia,Consolidated Government,33.36149,-82.075,706,201793,73917,39464,840008393,11042219,America/New York,Wall Coverings,Joe Price,Northeast,2018,2018,11,July,November,6,18471.9
SO - 0003116,Distributor,2019-02-04,2019-05-20,2019-06-10,2019-06-11,22,48,278,30,1,0.1,1058.6000000000001,476.37000000000006,"Fenwal, Corp",Akron,Summit County,Ohio,City,41.08144,-81.51901,330,197542,83684,34512,160659689,880527,America/New York,Wall Coverings,Joe Price,Northeast,2019,2019,5,February,May,22,1058.6000000000001
SO - 000533,Distributor,2018-04-10,2018-07-21,2018-07-25,2018-07-26,22,12,288,30,7,0.075,6465.5,3879.2999999999997,Medline ,Eugene,Lane County,Oregon,City,44.05207,-123.08675,541,163460,66093,43101,114273476,58974,America/Los Angeles,Wall Coverings,Joe Price,Northeast,2018,2018,7,April,July,5,45258.5
SO - 0003700,Distributor,2019-02-04,2019-07-29,2019-08-24,2019-08-25,22,24,358,30,2,0.3,5413.6,3735.384,Burt's Corp,Everett,Snohomish County,Washington,City,47.97898,-122.20208,425,108010,42079,49578,86145342,38944936,America/Los Angeles,Wall Coverings,Joe Price,Northeast,2019,2019,7,February,July,27,10827.2
SO - 0005391,Distributor,2019-12-01,2020-02-18,2020-03-04,2020-03-13,22,11,245,37,1,0.05,1829.1000000000001,786.513,Apollo Ltd,Newark,Essex County,New Jersey,City,40.73566,-74.17237,973,281944,92675,33139,62531085,4509710,America/New York,Platters,Joe Price,Northeast,2019,2020,2,December,February,24,1829.1000000000001
SO - 0003841,Distributor,2019-05-15,2019-08-14,2019-09-06,2019-09-16,22,46,53,15,4,0.4,904.5,479.38500000000005,U.S. Ltd,Oakland,Alameda County,California,City,37.80437,-122.2708,510,419267,158424,54618,144762241,56897826,America/Los Angeles,Outdoor Furniture,Joe Price,Northeast,2019,2019,8,May,August,33,3618.0
SO - 0007089,Distributor,2020-03-10,2020-09-05,2020-09-12,2020-09-21,22,1,347,15,7,0.05,2358.4,1698.048,Avon Corp,West Jordan,Salt Lake County,Utah,City,40.60967,-111.9391,385,111946,31742,68442,83717638,0,America/Denver,Outdoor Furniture,Joe Price,Northeast,2020,2020,9,March,September,16,16508.8
SO - 0003070,Distributor,2019-02-04,2019-05-14,2019-05-19,2019-05-24,22,45,66,15,1,0.075,1246.2,797.5680000000001,Nipro ,Sacramento,Sacramento County,California,City,38.58157,-121.4944,530,490712,178185,50739,253621861,5651667,America/Los Angeles,Outdoor Furniture,Joe Price,Northeast,2019,2019,5,February,May,10,1246.2
SO - 0001340,Distributor,2018-07-19,2018-10-26,2018-11-15,2018-11-19,22,30,219,15,4,0.075,2237.8,1297.924,S.S.S. Group,Minneapolis,Hennepin County,Minnesota,City,44.97997,-93.26384,612,410939,168385,51480,139858340,9027529,America/Chicago,Outdoor Furniture,Joe Price,Northeast,2018,2018,10,July,October,24,8951.2
SO - 0003232,Distributor,2019-02-04,2019-06-01,2019-06-28,2019-07-03,22,42,331,19,5,0.1,6545.900000000001,4713.048,Llorens Ltd,Mesquite,Kaufman County/Dallas County,Texas,City,32.76288,-96.58877,972,144788,47795,49604,122320600,479994,America/Chicago,Vanities,Joe Price,Northeast,2019,2019,6,February,June,32,32729.500000000004
SO - 0007898,Distributor,2020-09-26,2020-12-07,2020-12-18,2020-12-20,22,32,14,19,4,0.05,261.3,104.52000000000001,OHTA'S Corp,Tempe,Maricopa County,Arizona,City,33.41477,-111.90931,480,175826,64810,49012,103510700,674096,America/Phoenix,Vanities,Joe Price,Northeast,2020,2020,12,September,December,13,1045.2
SO - 0003068,Distributor,2019-02-04,2019-05-13,2019-05-28,2019-06-03,22,20,68,40,5,0.15,227.8,152.626,Pacific Ltd,San Bernardino,San Bernardino County,California,City,34.10834,-117.28977,909,216108,57580,37047,159326695,1126214,America/Los Angeles,Rugs,Joe Price,Northeast,2019,2019,5,February,May,21,1139.0
SO - 0001787,Distributor,2018-07-19,2018-12-18,2019-01-11,2019-01-17,22,48,228,40,3,0.05,1058.6000000000001,857.4660000000001,"Fenwal, Corp",Billings,Yellowstone County,Montana,City,45.78329,-108.50069,406,110263,44092,51012,113183020,284017,America/Denver,Rugs,Joe Price,Northeast,2018,2018,12,July,December,30,3175.8
SO - 0006380,Distributor,2020-03-10,2020-06-13,2020-07-01,2020-07-10,22,39,356,7,1,0.05,904.5,587.9250000000001,Victory Ltd,Virginia Beach,Virginia Beach city,Virginia,City,36.85293,-75.97799,757,452745,166242,66634,633821720,654694207,America/New York,Dinnerware,Joe Price,Northeast,2020,2020,6,March,June,27,904.5
SO - 0004762,Distributor,2019-08-23,2019-12-06,2019-12-29,2020-01-06,22,14,182,7,7,0.1,5065.2,2026.08,Linde ,Center,Marion County,Indiana,Township,39.77485,-86.13949,317,147837,59947,27572,108522566,2102238,America/Indiana/Indianapolis,Dinnerware,Joe Price,Northeast,2019,2019,12,August,December,31,35456.4
SO - 000462,Distributor,2018-04-10,2018-07-13,2018-08-10,2018-08-17,22,24,261,7,1,0.05,1025.1000000000001,861.0840000000001,Burt's Corp,Brooklyn,Kings County,New York,Borough,40.62472,-73.95222,347,2636735,880727,32135,180000000,70000000,America/New York,Dinnerware,Joe Price,Northeast,2018,2018,7,April,July,35,1025.1000000000001
